,nmin,minleaf,ntrees,nfeats,avg_accuracy
5193,17,1,200,4,0.718842105263158
5194,17,1,200,5,0.7455087719298245
5195,17,1,200,6,0.718842105263158
5196,17,1,200,7,0.7507719298245614
5197,17,1,200,8,0.7348421052631579
5198,17,1,200,9,0.7428421052631579
5199,17,1,200,10,0.7480701754385966
5200,17,2,10,1,0.7109473684210526
5201,17,2,10,2,0.6445263157894736
5202,17,2,10,3,0.6896491228070175
5203,17,2,10,4,0.726842105263158
5204,17,2,10,5,0.6364561403508772
5205,17,2,10,6,0.673859649122807
5206,17,2,10,7,0.6764912280701755
5207,17,2,10,8,0.7056140350877194
5208,17,2,10,9,0.7108421052631579
5209,17,2,10,10,0.7081754385964912
5210,17,2,20,1,0.6606666666666666
5211,17,2,20,2,0.7137543859649123
5212,17,2,20,3,0.7163157894736842
5213,17,2,20,4,0.6976491228070175
5214,17,2,20,5,0.7055087719298246
5215,17,2,20,6,0.6764561403508772
5216,17,2,20,7,0.7161052631578947
5217,17,2,20,8,0.7372982456140351
5218,17,2,20,9,0.7214385964912281
5219,17,2,20,10,0.7190526315789475
5220,17,2,30,1,0.7082456140350878
5221,17,2,30,2,0.7349824561403508
5222,17,2,30,3,0.7109122807017544
5223,17,2,30,4,0.718842105263158
5224,17,2,30,5,0.6951929824561403
5225,17,2,30,6,0.7056842105263158
5226,17,2,30,7,0.7189473684210527
5227,17,2,30,8,0.7215438596491228
5228,17,2,30,9,0.724280701754386
5229,17,2,30,10,0.7294736842105263
5230,17,2,40,1,0.6763859649122808
5231,17,2,40,2,0.7030877192982457
5232,17,2,40,3,0.6898596491228071
5233,17,2,40,4,0.7163508771929825
5234,17,2,40,5,0.7136491228070175
5235,17,2,40,6,0.6976842105263158
5236,17,2,40,7,0.6974736842105262
5237,17,2,40,8,0.7108070175438597
5238,17,2,40,9,0.7400701754385965
5239,17,2,40,10,0.745578947368421
5240,17,2,50,1,0.7190526315789474
5241,17,2,50,2,0.7242807017543861
5242,17,2,50,3,0.7296491228070175
5243,17,2,50,4,0.7373684210526316
5244,17,2,50,5,0.7294385964912281
5245,17,2,50,6,0.7294736842105263
5246,17,2,50,7,0.6896491228070176
5247,17,2,50,8,0.7268070175438597
5248,17,2,50,9,0.7321754385964911
5249,17,2,50,10,0.7055789473684211
5250,17,2,100,1,0.7031228070175438
5251,17,2,100,2,0.718982456140351
5252,17,2,100,3,0.7481754385964912
5253,17,2,100,4,0.7109122807017545
5254,17,2,100,5,0.7027719298245614
5255,17,2,100,6,0.7296140350877194
5256,17,2,100,7,0.7321754385964911
5257,17,2,100,8,0.7428771929824561
5258,17,2,100,9,0.7428771929824561
5259,17,2,100,10,0.753438596491228
5260,17,2,150,1,0.716280701754386
5261,17,2,150,2,0.7189122807017544
5262,17,2,150,3,0.732140350877193
5263,17,2,150,4,0.7375789473684211
5264,17,2,150,5,0.7295438596491228
5265,17,2,150,6,0.7161754385964911
5266,17,2,150,7,0.7401754385964912
5267,17,2,150,8,0.7428070175438597
5268,17,2,150,9,0.737578947368421
5269,17,2,150,10,0.7348070175438597
5270,17,2,200,1,0.7163157894736842
5271,17,2,200,2,0.7242105263157894
5272,17,2,200,3,0.7162105263157895
5273,17,2,200,4,0.7321754385964911
5274,17,2,200,5,0.7349122807017544
5275,17,2,200,6,0.7295087719298246
5276,17,2,200,7,0.7294736842105263
5277,17,2,200,8,0.7400350877192983
5278,17,2,200,9,0.7295438596491228
5279,17,2,200,10,0.7268070175438597
5280,17,3,10,1,0.671578947368421
5281,17,3,10,2,0.6978245614035087
5282,17,3,10,3,0.666
5283,17,3,10,4,0.7163508771929825
5284,17,3,10,5,0.6946666666666667
5285,17,3,10,6,0.6975087719298244
5286,17,3,10,7,0.716280701754386
5287,17,3,10,8,0.6948421052631579
5288,17,3,10,9,0.7002807017543861
5289,17,3,10,10,0.7002105263157895
5290,17,3,20,1,0.6817543859649122
5291,17,3,20,2,0.6763157894736842
5292,17,3,20,3,0.7083859649122807
5293,17,3,20,4,0.6975438596491228
5294,17,3,20,5,0.7375087719298244
5295,17,3,20,6,0.7163508771929824
5296,17,3,20,7,0.7269122807017545
5297,17,3,20,8,0.7136842105263159
5298,17,3,20,9,0.7189473684210527
5299,17,3,20,10,0.7321754385964911
5300,17,3,30,1,0.7217543859649123
5301,17,3,30,2,0.6871929824561402
5302,17,3,30,3,0.7270175438596491
5303,17,3,30,4,0.7109122807017544
5304,17,3,30,5,0.7562105263157894
5305,17,3,30,6,0.7294736842105264
5306,17,3,30,7,0.7294736842105264
5307,17,3,30,8,0.740140350877193
5308,17,3,30,9,0.7160701754385965
5309,17,3,30,10,0.748140350877193
5310,17,3,40,1,0.7030877192982455
5311,17,3,40,2,0.7110526315789473
5312,17,3,40,3,0.6896491228070175
5313,17,3,40,4,0.7135087719298244
5314,17,3,40,5,0.7082105263157894
5315,17,3,40,6,0.7348070175438596
5316,17,3,40,7,0.7375438596491228
5317,17,3,40,8,0.7454035087719298
5318,17,3,40,9,0.7373684210526317
5319,17,3,40,10,0.7374385964912281
5320,17,3,50,1,0.6896842105263157
5321,17,3,50,2,0.7163508771929823
5322,17,3,50,3,0.7241754385964911
5323,17,3,50,4,0.7136491228070176
5324,17,3,50,5,0.7347719298245614
5325,17,3,50,6,0.7216842105263157
5326,17,3,50,7,0.700280701754386
5327,17,3,50,8,0.7002105263157894
5328,17,3,50,9,0.7242105263157895
5329,17,3,50,10,0.7135438596491228
5330,17,3,100,1,0.7110175438596491
5331,17,3,100,2,0.7163508771929825
5332,17,3,100,3,0.7401754385964912
5333,17,3,100,4,0.7268771929824561
5334,17,3,100,5,0.7322105263157894
5335,17,3,100,6,0.732140350877193
5336,17,3,100,7,0.7188771929824561
5337,17,3,100,8,0.7295438596491228
5338,17,3,100,9,0.7428070175438597
5339,17,3,100,10,0.7295087719298244
5340,17,3,150,1,0.7189122807017545
5341,17,3,150,2,0.7215789473684211
5342,17,3,150,3,0.7295087719298244
5343,17,3,150,4,0.7322105263157894
5344,17,3,150,5,0.7188771929824561
5345,17,3,150,6,0.7109122807017544
5346,17,3,150,7,0.7242105263157895
5347,17,3,150,8,0.705578947368421
5348,17,3,150,9,0.7455087719298245
5349,17,3,150,10,0.7241754385964911
5350,17,3,200,1,0.7030877192982457
5351,17,3,200,2,0.7322105263157895
5352,17,3,200,3,0.7322105263157894
5353,17,3,200,4,0.7321754385964911
5354,17,3,200,5,0.7295438596491228
5355,17,3,200,6,0.7295438596491228
5356,17,3,200,7,0.7295087719298246
5357,17,3,200,8,0.734842105263158
5358,17,3,200,9,0.7508771929824561
5359,17,3,200,10,0.713578947368421
5360,17,4,10,1,0.6447368421052632
5361,17,4,10,2,0.6498947368421052
5362,17,4,10,3,0.6764210526315789
5363,17,4,10,4,0.6790175438596491
5364,17,4,10,5,0.7190877192982456
5365,17,4,10,6,0.7083157894736842
5366,17,4,10,7,0.6950175438596491
5367,17,4,10,8,0.7320701754385965
5368,17,4,10,9,0.7109824561403509
5369,17,4,10,10,0.7001052631578947
5370,17,4,20,1,0.6790877192982456
5371,17,4,20,2,0.6790877192982456
5372,17,4,20,3,0.6896491228070175
5373,17,4,20,4,0.7002807017543861
5374,17,4,20,5,0.7269824561403508
5375,17,4,20,6,0.6764210526315789
5376,17,4,20,7,0.6898245614035089
5377,17,4,20,8,0.6842456140350877
5378,17,4,20,9,0.7161754385964911
5379,17,4,20,10,0.7214385964912281
5380,17,4,30,1,0.6950877192982455
5381,17,4,30,2,0.7163157894736842
5382,17,4,30,3,0.7029824561403509
5383,17,4,30,4,0.7322456140350877
5384,17,4,30,5,0.7029122807017545
5385,17,4,30,6,0.7110526315789473
5386,17,4,30,7,0.7296491228070175
5387,17,4,30,8,0.7162456140350877
5388,17,4,30,9,0.7056491228070175
5389,17,4,30,10,0.7322105263157894
5390,17,4,40,1,0.708280701754386
5391,17,4,40,2,0.7082807017543861
5392,17,4,40,3,0.6976491228070175
5393,17,4,40,4,0.7375438596491228
5394,17,4,40,5,0.7240350877192984
5395,17,4,40,6,0.7268421052631578
5396,17,4,40,7,0.7242456140350877
5397,17,4,40,8,0.7321754385964911
5398,17,4,40,9,0.7375087719298246
5399,17,4,40,10,0.7267719298245614
5400,17,4,50,1,0.7322105263157894
5401,17,4,50,2,0.6736491228070175
5402,17,4,50,3,0.7110877192982457
5403,17,4,50,4,0.7189824561403508
5404,17,4,50,5,0.7162456140350877
5405,17,4,50,6,0.7082105263157896
5406,17,4,50,7,0.716140350877193
5407,17,4,50,8,0.7322105263157895
5408,17,4,50,9,0.7134736842105263
5409,17,4,50,10,0.7269122807017544
5410,17,4,100,1,0.7216491228070174
5411,17,4,100,2,0.7084561403508773
5412,17,4,100,3,0.6923508771929824
5413,17,4,100,4,0.7215789473684211
5414,17,4,100,5,0.7189824561403508
5415,17,4,100,6,0.7268421052631578
5416,17,4,100,7,0.7241403508771931
5417,17,4,100,8,0.7508070175438596
5418,17,4,100,9,0.7374736842105263
5419,17,4,100,10,0.742701754385965
5420,17,4,150,1,0.7135789473684211
5421,17,4,150,2,0.7269473684210527
5422,17,4,150,3,0.7241754385964911
5423,17,4,150,4,0.724140350877193
5424,17,4,150,5,0.7242456140350877
5425,17,4,150,6,0.7189122807017544
5426,17,4,150,7,0.734842105263158
5427,17,4,150,8,0.7374736842105263
5428,17,4,150,9,0.7427719298245614
5429,17,4,150,10,0.734736842105263
5430,17,4,200,1,0.7110175438596491
5431,17,4,200,2,0.7268771929824562
5432,17,4,200,3,0.7242807017543861
5433,17,4,200,4,0.7242105263157895
5434,17,4,200,5,0.7215087719298245
5435,17,4,200,6,0.7455087719298245
5436,17,4,200,7,0.7375087719298247
5437,17,4,200,8,0.7534736842105263
5438,17,4,200,9,0.726842105263158
5439,17,4,200,10,0.7375789473684211
5440,17,5,10,1,0.6526666666666667
5441,17,5,10,2,0.65
5442,17,5,10,3,0.6974035087719298
5443,17,5,10,4,0.7056842105263157
5444,17,5,10,5,0.7006315789473685
5445,17,5,10,6,0.7773333333333333
5446,17,5,10,7,0.6816842105263158
5447,17,5,10,8,0.7374035087719297
5448,17,5,10,9,0.6949473684210528
5449,17,5,10,10,0.6899649122807017
5450,17,5,20,1,0.6631929824561403
5451,17,5,20,2,0.7057894736842105
5452,17,5,20,3,0.7107719298245614
5453,17,5,20,4,0.7082456140350877
5454,17,5,20,5,0.7031228070175438
5455,17,5,20,6,0.7001403508771931
5456,17,5,20,7,0.7428771929824561
5457,17,5,20,8,0.7163157894736842
5458,17,5,20,9,0.6788070175438596
5459,17,5,20,10,0.7534035087719299
5460,17,5,30,1,0.6924210526315788
5461,17,5,30,2,0.7111929824561404
5462,17,5,30,3,0.7190175438596491
5463,17,5,30,4,0.6949824561403509
5464,17,5,30,5,0.7029824561403509
5465,17,5,30,6,0.7030526315789474
5466,17,5,30,7,0.7082105263157895
5467,17,5,30,8,0.7403157894736843
5468,17,5,30,9,0.7532982456140351
5469,17,5,30,10,0.7107719298245614
5470,17,5,40,1,0.7136842105263158
5471,17,5,40,2,0.7056491228070175
5472,17,5,40,3,0.7111929824561404
5473,17,5,40,4,0.7030175438596491
5474,17,5,40,5,0.7348070175438597
5475,17,5,40,6,0.734842105263158
5476,17,5,40,7,0.7109122807017545
5477,17,5,40,8,0.7268771929824561
5478,17,5,40,9,0.742842105263158
5479,17,5,40,10,0.7136140350877194
5480,17,5,50,1,0.6765964912280702
5481,17,5,50,2,0.6816491228070176
5482,17,5,50,3,0.7322456140350877
5483,17,5,50,4,0.7029122807017544
5484,17,5,50,5,0.7215789473684211
5485,17,5,50,6,0.7134385964912281
5486,17,5,50,7,0.7189473684210527
5487,17,5,50,8,0.7428070175438597
5488,17,5,50,9,0.7107719298245614
5489,17,5,50,10,0.7322105263157895
5490,17,5,100,1,0.6977543859649122
5491,17,5,100,2,0.7349122807017544
5492,17,5,100,3,0.6951228070175439
5493,17,5,100,4,0.7189473684210526
5494,17,5,100,5,0.7295438596491227
5495,17,5,100,6,0.7402807017543861
5496,17,5,100,7,0.7242807017543861
5497,17,5,100,8,0.7269473684210526
5498,17,5,100,9,0.7056842105263158
5499,17,5,100,10,0.7321754385964911
5500,17,5,150,1,0.7083508771929824
5501,17,5,150,2,0.7216842105263157
5502,17,5,150,3,0.7188771929824561
5503,17,5,150,4,0.7374736842105263
5504,17,5,150,5,0.7321754385964911
5505,17,5,150,6,0.7270175438596491
5506,17,5,150,7,0.724140350877193
5507,17,5,150,8,0.7215438596491228
5508,17,5,150,9,0.7188771929824561
5509,17,5,150,10,0.7375087719298244
5510,17,5,200,1,0.7136842105263158
5511,17,5,200,2,0.7189473684210527
5512,17,5,200,3,0.7349473684210526
5513,17,5,200,4,0.724280701754386
5514,17,5,200,5,0.7216842105263158
5515,17,5,200,6,0.7268070175438597
5516,17,5,200,7,0.7322456140350878
5517,17,5,200,8,0.7083157894736841
5518,17,5,200,9,0.7348771929824561
5519,17,5,200,10,0.7428771929824561
5520,17,6,10,1,0.6633684210526317
5521,17,6,10,2,0.6633333333333333
5522,17,6,10,3,0.6898596491228071
5523,17,6,10,4,0.6898596491228071
5524,17,6,10,5,0.6631929824561403
5525,17,6,10,6,0.6554035087719299
5526,17,6,10,7,0.718842105263158
5527,17,6,10,8,0.7427368421052633
5528,17,6,10,9,0.7185964912280702
5529,17,6,10,10,0.7453333333333333
5530,17,6,20,1,0.7190526315789474
5531,17,6,20,2,0.7058245614035089
5532,17,6,20,3,0.6737543859649123
5533,17,6,20,4,0.6950526315789473
5534,17,6,20,5,0.7189473684210528
5535,17,6,20,6,0.7187719298245614
5536,17,6,20,7,0.6921754385964911
5537,17,6,20,8,0.7027719298245614
5538,17,6,20,9,0.7372982456140351
5539,17,6,20,10,0.7427719298245614
5540,17,6,30,1,0.7005964912280701
5541,17,6,30,2,0.6924210526315789
5542,17,6,30,3,0.7110175438596491
5543,17,6,30,4,0.6791228070175439
5544,17,6,30,5,0.7028070175438597
5545,17,6,30,6,0.6947719298245615
5546,17,6,30,7,0.7080350877192982
5547,17,6,30,8,0.7214385964912281
5548,17,6,30,9,0.7189473684210527
5549,17,6,30,10,0.7240701754385965
5550,17,6,40,1,0.7004561403508773
5551,17,6,40,2,0.6923508771929824
5552,17,6,40,3,0.705719298245614
5553,17,6,40,4,0.6977894736842105
5554,17,6,40,5,0.7481403508771931
5555,17,6,40,6,0.7163157894736842
5556,17,6,40,7,0.7029824561403509
5557,17,6,40,8,0.7268771929824561
5558,17,6,40,9,0.729438596491228
5559,17,6,40,10,0.7134385964912281
5560,17,6,50,1,0.6789473684210526
5561,17,6,50,2,0.7083508771929825
5562,17,6,50,3,0.7056842105263158
5563,17,6,50,4,0.7348070175438597
5564,17,6,50,5,0.7349122807017544
5565,17,6,50,6,0.7215438596491228
5566,17,6,50,7,0.7242105263157894
5567,17,6,50,8,0.7295087719298246
5568,17,6,50,9,0.7535087719298245
5569,17,6,50,10,0.7214385964912281
5570,17,6,100,1,0.6682456140350878
5571,17,6,100,2,0.7189824561403508
5572,17,6,100,3,0.7350175438596491
5573,17,6,100,4,0.7109824561403509
5574,17,6,100,5,0.7189122807017544
5575,17,6,100,6,0.7269473684210527
5576,17,6,100,7,0.7082807017543861
5577,17,6,100,8,0.753438596491228
5578,17,6,100,9,0.740140350877193
5579,17,6,100,10,0.721578947368421
5580,17,6,150,1,0.6977894736842105
5581,17,6,150,2,0.7163508771929824
5582,17,6,150,3,0.7269473684210526
5583,17,6,150,4,0.7455789473684211
5584,17,6,150,5,0.729578947368421
5585,17,6,150,6,0.7242456140350877
5586,17,6,150,7,0.7295438596491228
5587,17,6,150,8,0.6976140350877194
5588,17,6,150,9,0.7161754385964911
5589,17,6,150,10,0.7453684210526317
5590,17,6,200,1,0.7217894736842105
5591,17,6,200,2,0.7109473684210527
5592,17,6,200,3,0.7189824561403508
5593,17,6,200,4,0.7109122807017544
5594,17,6,200,5,0.7269473684210527
5595,17,6,200,6,0.7162105263157894
5596,17,6,200,7,0.726842105263158
5597,17,6,200,8,0.7322456140350878
5598,17,6,200,9,0.7508070175438596
5599,17,6,200,10,0.7295087719298247
5600,17,7,10,1,0.6738245614035088
5601,17,7,10,2,0.6740350877192982
5602,17,7,10,3,0.6923508771929824
5603,17,7,10,4,0.732280701754386
5604,17,7,10,5,0.6365614035087719
5605,17,7,10,6,0.6950175438596491
5606,17,7,10,7,0.7186666666666667
5607,17,7,10,8,0.6684210526315789
5608,17,7,10,9,0.7240350877192983
5609,17,7,10,10,0.7349824561403508
5610,17,7,20,1,0.6897894736842105
5611,17,7,20,2,0.7003859649122808
5612,17,7,20,3,0.6952280701754386
5613,17,7,20,4,0.684280701754386
5614,17,7,20,5,0.7137894736842105
5615,17,7,20,6,0.7030526315789474
5616,17,7,20,7,0.6737543859649122
5617,17,7,20,8,0.7296140350877194
5618,17,7,20,9,0.7561754385964912
5619,17,7,20,10,0.7161052631578947
5620,17,7,30,1,0.6712280701754386
5621,17,7,30,2,0.6871228070175438
5622,17,7,30,3,0.7109824561403508
5623,17,7,30,4,0.6923859649122807
5624,17,7,30,5,0.734736842105263
5625,17,7,30,6,0.7242456140350877
5626,17,7,30,7,0.7429824561403509
5627,17,7,30,8,0.7109122807017544
5628,17,7,30,9,0.7401754385964912
5629,17,7,30,10,0.7001052631578947
5630,17,7,40,1,0.689719298245614
5631,17,7,40,2,0.7455438596491228
5632,17,7,40,3,0.7083508771929825
5633,17,7,40,4,0.7188771929824561
5634,17,7,40,5,0.7030175438596491
5635,17,7,40,6,0.7483157894736843
5636,17,7,40,7,0.6816842105263157
5637,17,7,40,8,0.7560701754385964
5638,17,7,40,9,0.7267719298245614
5639,17,7,40,10,0.7109473684210527
5640,17,7,50,1,0.7136842105263158
5641,17,7,50,2,0.7136842105263157
5642,17,7,50,3,0.705719298245614
5643,17,7,50,4,0.7084561403508772
5644,17,7,50,5,0.7084561403508771
5645,17,7,50,6,0.716421052631579
5646,17,7,50,7,0.7108421052631579
5647,17,7,50,8,0.7296140350877194
5648,17,7,50,9,0.6974736842105262
5649,17,7,50,10,0.732140350877193
5650,17,7,100,1,0.7082456140350877
5651,17,7,100,2,0.7189122807017544
5652,17,7,100,3,0.705719298245614
5653,17,7,100,4,0.718842105263158
5654,17,7,100,5,0.7083157894736842
5655,17,7,100,6,0.7402456140350877
5656,17,7,100,7,0.7187719298245614
5657,17,7,100,8,0.7348771929824561
5658,17,7,100,9,0.7349122807017544
5659,17,7,100,10,0.7188421052631578
5660,17,7,150,1,0.705719298245614
5661,17,7,150,2,0.7243859649122808
5662,17,7,150,3,0.7402456140350877
5663,17,7,150,4,0.7189473684210527
5664,17,7,150,5,0.7401754385964912
5665,17,7,150,6,0.7535438596491227
5666,17,7,150,7,0.7295789473684211
5667,17,7,150,8,0.732140350877193
5668,17,7,150,9,0.7216491228070175
5669,17,7,150,10,0.7322456140350877
5670,17,7,200,1,0.7083859649122808
5671,17,7,200,2,0.7296491228070175
5672,17,7,200,3,0.7216842105263158
5673,17,7,200,4,0.721578947368421
5674,17,7,200,5,0.7348771929824561
5675,17,7,200,6,0.7216140350877194
5676,17,7,200,7,0.7375087719298244
5677,17,7,200,8,0.742877192982456
5678,17,7,200,9,0.7321052631578947
5679,17,7,200,10,0.7348771929824561
5680,17,8,10,1,0.6977543859649121
5681,17,8,10,2,0.6499649122807017
5682,17,8,10,3,0.713719298245614
5683,17,8,10,4,0.6870526315789474
5684,17,8,10,5,0.7003508771929825
5685,17,8,10,6,0.673719298245614
5686,17,8,10,7,0.7109473684210527
5687,17,8,10,8,0.7110175438596491
5688,17,8,10,9,0.6950526315789474
5689,17,8,10,10,0.6872631578947368
5690,17,8,20,1,0.6870175438596491
5691,17,8,20,2,0.6897543859649122
5692,17,8,20,3,0.7455438596491228
5693,17,8,20,4,0.7269473684210526
5694,17,8,20,5,0.708280701754386
5695,17,8,20,6,0.7163508771929825
5696,17,8,20,7,0.6869473684210526
5697,17,8,20,8,0.7083157894736842
5698,17,8,20,9,0.7028421052631579
5699,17,8,20,10,0.7665964912280702
5700,17,8,30,1,0.726842105263158
5701,17,8,30,2,0.7030175438596491
5702,17,8,30,3,0.7348070175438597
5703,17,8,30,4,0.6923157894736842
5704,17,8,30,5,0.7108421052631578
5705,17,8,30,6,0.7588070175438595
5706,17,8,30,7,0.7081754385964911
5707,17,8,30,8,0.7135438596491228
5708,17,8,30,9,0.7135438596491228
5709,17,8,30,10,0.7428771929824561
5710,17,8,40,1,0.6923859649122808
5711,17,8,40,2,0.6924561403508773
5712,17,8,40,3,0.7030877192982457
5713,17,8,40,4,0.7243157894736842
5714,17,8,40,5,0.726982456140351
5715,17,8,40,6,0.7480701754385966
5716,17,8,40,7,0.7535087719298246
5717,17,8,40,8,0.7269473684210527
5718,17,8,40,9,0.7189122807017544
5719,17,8,40,10,0.7295789473684211
5720,17,8,50,1,0.7401754385964912
5721,17,8,50,2,0.7137543859649123
5722,17,8,50,3,0.7109824561403509
5723,17,8,50,4,0.7241403508771931
5724,17,8,50,5,0.7294385964912281
5725,17,8,50,6,0.7083508771929824
5726,17,8,50,7,0.7455438596491228
5727,17,8,50,8,0.7323859649122807
5728,17,8,50,9,0.7268771929824561
5729,17,8,50,10,0.7215438596491228
5730,17,8,100,1,0.6950877192982456
5731,17,8,100,2,0.7216842105263158
5732,17,8,100,3,0.7136491228070174
5733,17,8,100,4,0.7029473684210527
5734,17,8,100,5,0.726877192982456
5735,17,8,100,6,0.7243508771929824
5736,17,8,100,7,0.6976140350877194
5737,17,8,100,8,0.7108771929824561
5738,17,8,100,9,0.7241754385964912
5739,17,8,100,10,0.7375087719298246
5740,17,8,150,1,0.7163508771929824
5741,17,8,150,2,0.724280701754386
5742,17,8,150,3,0.737578947368421
5743,17,8,150,4,0.7216140350877194
5744,17,8,150,5,0.745578947368421
5745,17,8,150,6,0.7242807017543861
5746,17,8,150,7,0.7375438596491228
5747,17,8,150,8,0.7294736842105263
5748,17,8,150,9,0.7454736842105263
5749,17,8,150,10,0.7295087719298244
5750,17,8,200,1,0.718982456140351
5751,17,8,200,2,0.7110526315789474
5752,17,8,200,3,0.7323157894736843
5753,17,8,200,4,0.7429473684210526
5754,17,8,200,5,0.7482105263157894
5755,17,8,200,6,0.7295789473684211
5756,17,8,200,7,0.7295438596491228
5757,17,8,200,8,0.7162456140350877
5758,17,8,200,9,0.7295438596491228
5759,17,8,200,10,0.7268771929824561
5760,18,1,10,1,0.6684561403508773
5761,18,1,10,2,0.6949122807017544
5762,18,1,10,3,0.6364561403508773
5763,18,1,10,4,0.6922807017543859
5764,18,1,10,5,0.7160350877192982
5765,18,1,10,6,0.6686315789473685
5766,18,1,10,7,0.6631578947368422
5767,18,1,10,8,0.7030175438596491
5768,18,1,10,9,0.6818245614035089
5769,18,1,10,10,0.726842105263158
5770,18,1,20,1,0.665578947368421
5771,18,1,20,2,0.6923859649122808
5772,18,1,20,3,0.6843859649122807
5773,18,1,20,4,0.6791929824561405
5774,18,1,20,5,0.7243508771929825
5775,18,1,20,6,0.7293684210526317
5776,18,1,20,7,0.7056140350877192
5777,18,1,20,8,0.7296140350877194
5778,18,1,20,9,0.74
5779,18,1,20,10,0.7481052631578947
5780,18,1,30,1,0.6763157894736842
5781,18,1,30,2,0.6923157894736842
5782,18,1,30,3,0.718982456140351
5783,18,1,30,4,0.7163157894736842
5784,18,1,30,5,0.7056842105263157
5785,18,1,30,6,0.7668070175438597
5786,18,1,30,7,0.7163859649122807
5787,18,1,30,8,0.7586666666666666
5788,18,1,30,9,0.7241754385964911
5789,18,1,30,10,0.7187719298245614
5790,18,1,40,1,0.6977543859649122
5791,18,1,40,2,0.740140350877193
5792,18,1,40,3,0.6976842105263158
5793,18,1,40,4,0.6843157894736841
5794,18,1,40,5,0.6711578947368422
5795,18,1,40,6,0.7268421052631578
5796,18,1,40,7,0.7244561403508772
5797,18,1,40,8,0.6951578947368421
5798,18,1,40,9,0.721438596491228
5799,18,1,40,10,0.7322456140350877
5800,18,1,50,1,0.7162807017543861
5801,18,1,50,2,0.7164210526315788
5802,18,1,50,3,0.7322105263157895
5803,18,1,50,4,0.7429473684210526
5804,18,1,50,5,0.7136842105263158
5805,18,1,50,6,0.724280701754386
5806,18,1,50,7,0.7242105263157894
5807,18,1,50,8,0.7189122807017544
5808,18,1,50,9,0.7161754385964911
5809,18,1,50,10,0.7136140350877194
5810,18,1,100,1,0.7083157894736842
5811,18,1,100,2,0.7375087719298246
5812,18,1,100,3,0.7003508771929825
5813,18,1,100,4,0.7427719298245614
5814,18,1,100,5,0.7214736842105264
5815,18,1,100,6,0.7294736842105264
5816,18,1,100,7,0.726842105263158
5817,18,1,100,8,0.7189122807017545
5818,18,1,100,9,0.7348771929824561
5819,18,1,100,10,0.729438596491228
5820,18,1,150,1,0.6977192982456141
5821,18,1,150,2,0.7189122807017544
5822,18,1,150,3,0.7056140350877194
5823,18,1,150,4,0.7189473684210527
5824,18,1,150,5,0.734842105263158
5825,18,1,150,6,0.7215087719298245
5826,18,1,150,7,0.7348771929824561
5827,18,1,150,8,0.7082456140350878
5828,18,1,150,9,0.7268421052631578
5829,18,1,150,10,0.7507017543859649
5830,18,1,200,1,0.721719298245614
5831,18,1,200,2,0.734877192982456
5832,18,1,200,3,0.7375087719298244
5833,18,1,200,4,0.7242105263157895
5834,18,1,200,5,0.718982456140351
5835,18,1,200,6,0.7294736842105263
5836,18,1,200,7,0.7295087719298247
5837,18,1,200,8,0.7428070175438596
5838,18,1,200,9,0.7295438596491228
5839,18,1,200,10,0.7295087719298247
5840,18,2,10,1,0.6684561403508772
5841,18,2,10,2,0.7136842105263158
5842,18,2,10,3,0.7003157894736842
5843,18,2,10,4,0.6845964912280701
5844,18,2,10,5,0.6686666666666666
5845,18,2,10,6,0.7162807017543861
5846,18,2,10,7,0.7374385964912281
5847,18,2,10,8,0.7082807017543861
5848,18,2,10,9,0.6868771929824561
5849,18,2,10,10,0.7134035087719298
5850,18,2,20,1,0.6924561403508772
5851,18,2,20,2,0.7082456140350877
5852,18,2,20,3,0.705719298245614
5853,18,2,20,4,0.7534736842105263
5854,18,2,20,5,0.692280701754386
5855,18,2,20,6,0.7320350877192983
5856,18,2,20,7,0.7029824561403509
5857,18,2,20,8,0.7323508771929823
5858,18,2,20,9,0.7162807017543861
5859,18,2,20,10,0.6868070175438596
5860,18,2,30,1,0.6925263157894737
5861,18,2,30,2,0.721578947368421
5862,18,2,30,3,0.6923508771929825
5863,18,2,30,4,0.6976842105263158
5864,18,2,30,5,0.7375438596491228
5865,18,2,30,6,0.6736140350877193
5866,18,2,30,7,0.6976842105263158
5867,18,2,30,8,0.7322456140350877
5868,18,2,30,9,0.7135438596491228
5869,18,2,30,10,0.721578947368421
5870,18,2,40,1,0.6925614035087719
5871,18,2,40,2,0.7003508771929825
5872,18,2,40,3,0.705719298245614
5873,18,2,40,4,0.7189473684210526
5874,18,2,40,5,0.7215789473684211
5875,18,2,40,6,0.718842105263158
5876,18,2,40,7,0.7136491228070175
5877,18,2,40,8,0.7135789473684211
5878,18,2,40,9,0.7347368421052632
5879,18,2,40,10,0.7508771929824561
5880,18,2,50,1,0.6924912280701754
5881,18,2,50,2,0.7055789473684211
5882,18,2,50,3,0.7082456140350877
5883,18,2,50,4,0.721578947368421
5884,18,2,50,5,0.713578947368421
5885,18,2,50,6,0.7456140350877194
5886,18,2,50,7,0.7188771929824561
5887,18,2,50,8,0.7188771929824561
5888,18,2,50,9,0.726701754385965
5889,18,2,50,10,0.7294385964912281
5890,18,2,100,1,0.7003508771929824
5891,18,2,100,2,0.7189473684210526
5892,18,2,100,3,0.7083157894736842
5893,18,2,100,4,0.7349473684210526
5894,18,2,100,5,0.6844210526315789
5895,18,2,100,6,0.7081754385964911
